"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality","fname_code"
"1",22,17,"Bernard Cornelis Johannes Loder",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1849,NA,NA,NA,NA,NA,NA,"",NA
"2",68,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"3",69,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"4",70,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"5",71,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"6",72,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"7",73,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"8",74,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"9",75,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"10",76,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"11",77,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"12",78,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"13",79,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"14",80,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"15",81,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"16",82,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"17",83,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"18",84,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"19",85,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"20",86,46,"Prof. Nicolas Politis",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1872,NA,NA,NA,NA,NA,NA,"Greek",NA
"21",93,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"22",94,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"23",95,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"24",96,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"25",97,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"26",98,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"27",99,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"28",100,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"29",101,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"30",102,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"31",103,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"32",104,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"33",105,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"34",106,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"35",107,48,"Dr. J. Limburg",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1873,NA,NA,NA,NA,NA,NA,"Dutch",NA
"36",114,51,"Pedro de Alba",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1887,NA,NA,NA,NA,NA,NA,"",NA
"37",115,51,"Pedro de Alba",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1887,NA,NA,NA,NA,NA,NA,"",NA
"38",239,145,"Gustave Ador",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1845,NA,NA,NA,NA,NA,NA,"",NA
"39",240,145,"Gustave Ador",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1845,NA,NA,NA,NA,NA,NA,"",NA
"40",241,145,"Gustave Ador",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1845,NA,NA,NA,NA,NA,NA,"",NA
"41",242,145,"Gustave Ador",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1845,NA,NA,NA,NA,NA,NA,"",NA
"42",243,145,"Gustave Ador",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1845,NA,NA,NA,NA,NA,NA,"",NA
"43",345,215,"O. Velghe",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"44",346,215,"O. Velghe",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"45",425,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"46",426,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"47",427,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"48",428,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"49",429,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"50",430,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"51",431,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"52",432,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"53",433,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"54",434,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"55",435,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1879,NA,NA,NA,NA,NA,NA,"French",NA
"56",436,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"57",437,279,"Léon Jouhaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"French",NA
"58",472,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"59",473,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"60",474,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"61",475,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"62",476,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"63",477,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"64",478,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"65",479,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"66",480,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"67",481,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"68",482,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"69",483,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1863,NA,NA,NA,NA,NA,NA,"",NA
"70",484,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1863,NA,NA,NA,NA,NA,NA,"",NA
"71",485,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"72",486,334,"Henni Forchhammer",1,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1863,NA,NA,NA,NA,NA,NA,"",NA
"73",492,341,"Dirk Fock",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1858,NA,NA,NA,NA,NA,NA,"",NA
"74",502,353,"Sir  William Meyer",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1860,NA,NA,NA,NA,NA,NA,"",NA
"75",503,353,"Sir  William Meyer",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1860,NA,NA,NA,NA,NA,NA,"",NA
"76",548,381,"Dr. Edmond Privat",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"Swiss",NA
"77",549,381,"Dr. Edmond Privat",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"Swiss",NA
"78",550,381,"Dr. Edmond Privat",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"Swiss",NA
"79",615,430,"Arthur James Balfour",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1848,NA,NA,NA,NA,NA,NA,"",NA
"80",616,430,"Arthur James Balfour",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1848,NA,NA,NA,NA,NA,NA,"",NA
"81",617,430,"Arthur James Balfour",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1848,NA,NA,NA,NA,NA,NA,"",NA
"82",621,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"83",622,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"84",623,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"85",624,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"86",625,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"87",626,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"88",627,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"89",628,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"90",629,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"91",630,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"92",631,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"93",632,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"94",633,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"95",634,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1884,NA,NA,NA,NA,NA,NA,"",NA
"96",635,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"97",636,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"98",637,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"99",638,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1884,NA,NA,NA,NA,NA,NA,"",NA
"100",639,431,"Dr. Edvard Beneš ",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1884,NA,NA,NA,NA,NA,NA,"",NA
"101",645,434,"Léon Victor Auguste Bourgeois",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1851,NA,NA,NA,NA,NA,NA,"",NA
"102",646,434,"Léon Victor Auguste Bourgeois",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1851,NA,NA,NA,NA,NA,NA,"",NA
"103",647,434,"Léon Victor Auguste Bourgeois",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1851,NA,NA,NA,NA,NA,NA,"",NA
"104",648,434,"Léon Victor Auguste Bourgeois",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1851,NA,NA,NA,NA,NA,NA,"",NA
"105",649,434,"Léon Victor Auguste Bourgeois",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1851,NA,NA,NA,NA,NA,NA,"",NA
"106",675,449,"Gabriel Hanotaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1853,NA,NA,NA,NA,NA,NA,"French",NA
"107",676,449,"Gabriel Hanotaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1853,NA,NA,NA,NA,NA,NA,"French",NA
"108",677,449,"Gabriel Hanotaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1853,NA,NA,NA,NA,NA,NA,"French",NA
"109",678,449,"Gabriel Hanotaux",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1853,NA,NA,NA,NA,NA,NA,"French",NA
"110",682,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"111",683,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"112",684,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"113",685,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"114",686,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"115",687,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"116",688,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"117",689,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"118",690,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"119",691,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"120",692,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1865,NA,NA,NA,NA,NA,NA,"",NA
"121",693,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"122",694,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"123",695,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"124",696,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1865,NA,NA,NA,NA,NA,NA,"",NA
"125",697,450,"Paul Hymans",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1865,NA,NA,NA,NA,NA,NA,"",NA
"126",704,451,"Vicomte Kikujiro Ishii",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1866,NA,NA,NA,NA,NA,NA,"",NA
"127",705,451,"Vicomte Kikujiro Ishii",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1866,NA,NA,NA,NA,NA,NA,"",NA
"128",706,451,"Vicomte Kikujiro Ishii",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1866,NA,NA,NA,NA,NA,NA,"",NA
"129",707,451,"Vicomte Kikujiro Ishii",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1866,NA,NA,NA,NA,NA,NA,"",NA
"130",708,451,"Vicomte Kikujiro Ishii",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1866,NA,NA,NA,NA,NA,NA,"",NA
"131",709,451,"Vicomte Kikujiro Ishii",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1866,NA,NA,NA,NA,NA,NA,"",NA
"132",710,451,"Vicomte Kikujiro Ishii",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1866,NA,NA,NA,NA,NA,NA,"",NA
"133",711,451,"Vicomte Kikujiro Ishii",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1866,NA,NA,NA,NA,NA,NA,"",NA
"134",724,462,"Eleftherios Venizelos",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1864,NA,NA,NA,NA,NA,NA,"Greek,Greek",NA
"135",725,462,"Eleftherios Venizelos",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1864,NA,NA,NA,NA,NA,NA,"Greek,Greek",NA
"136",735,471,"Jaromir Kopecky",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",1899,NA,NA,NA,NA,NA,NA,"",NA
"137",753,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"138",754,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"139",755,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"140",756,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"141",757,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"142",758,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"143",759,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"144",760,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"145",761,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
"146",762,488,"Jonkheer Dr. John Loudon",0,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"Dutch",NA
