"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality","fname_code"
"2697",18569,12747,"Antonio J. de Quevedo",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2698",18570,12748,"Gonzalo Zaldumbide",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1883,NA,NA,NA,NA,NA,NA,"",NA
"2699",18571,12748,"Gonzalo Zaldumbide",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1883,NA,NA,NA,NA,NA,NA,"",NA
"2700",18572,12748,"Gonzalo Zaldumbide",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1883,NA,NA,NA,NA,NA,NA,"",NA
"2701",18573,12749,"Makram Pacha Ebeid",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",NA,NA,NA,NA,NA,NA,NA,"",NA
"2702",18574,12750,"Mahmoud Mohamed El Darwiche",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2703",18575,12751,"Moustapha Pacha El Nahas",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",NA,NA,NA,NA,NA,NA,NA,"",NA
"2704",18576,12752,"Mahmoud Pacha Fakhry",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2705",18577,12753,"Aly Gritly",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2706",18578,12754,"Mahmoud Moharram Hammad",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",1908,NA,NA,NA,NA,NA,NA,"",NA
"2707",18579,12755,"Mohamed Abdel Kahlek Bey Hassouna",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1898,NA,NA,NA,NA,NA,NA,"",NA
"2708",18580,12756,"Hassan Fahmy Rifaat",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2709",18581,12757,"Aly Pacha Shamsy",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1882,NA,NA,NA,NA,NA,NA,"",NA
"2710",18582,12757,"Aly Pacha Shamsy",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1882,NA,NA,NA,NA,NA,NA,"",NA
"2711",18583,12757,"Aly Pacha Shamsy",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1882,NA,NA,NA,NA,NA,NA,"",NA
"2712",18584,12758,"Abdel Fattah Yehia",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1876,NA,NA,NA,NA,NA,NA,"",NA
"2713",18585,12759,"Francisco Antonio Lima",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1882,NA,NA,NA,NA,NA,NA,"",NA
"2714",18586,12760,"Pedro Jamie de Matheu",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: First Ordinary Session of the Assembly",1865,NA,NA,NA,NA,NA,NA,"",NA
"2715",18587,12761,"Joaquin Paredes",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",NA,NA,NA,NA,NA,NA,NA,"",NA
"2716",18588,12761,"Joaquin Paredes",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2717",18589,12761,"Joaquin Paredes",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2718",18590,12762,"Aleksander Hellat",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1881,NA,NA,NA,NA,NA,NA,"",NA
"2719",18591,12763,"Nikolas Kaasik",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2720",18592,12763,"Nikolas Kaasik",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2721",18593,12763,"Nikolas Kaasik",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2722",18594,12763,"Nikolas Kaasik",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2723",18595,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1900,NA,NA,NA,NA,NA,NA,"",NA
"2724",18596,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2725",18597,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2726",18598,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2727",18599,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1900,NA,NA,NA,NA,NA,NA,"",NA
"2728",18600,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part two",1900,NA,NA,NA,NA,NA,NA,"",NA
"2729",18601,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2730",18602,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1900,NA,NA,NA,NA,NA,NA,"",NA
"2731",18603,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2732",18604,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2733",18605,12764,"Johannes Kodar",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2734",18606,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2735",18607,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2736",18608,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2737",18609,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2738",18610,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2739",18611,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2740",18612,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2741",18613,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2742",18614,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2743",18615,12765,"Iokhan Laidoner",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1884,NA,NA,NA,NA,NA,NA,"",NA
"2744",18616,12766,"Jean Lattik",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1878,NA,NA,NA,NA,NA,NA,"",NA
"2745",18617,12766,"Jean Lattik",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1878,NA,NA,NA,NA,NA,NA,"",NA
"2746",18618,12767,"Oskar Opik",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1895,NA,NA,NA,NA,NA,NA,"",NA
"2747",18619,12768,"Antonius Piip",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2748",18620,12768,"Antonius Piip",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2749",18621,12768,"Antonius Piip",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2750",18622,12768,"Antonius Piip",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2751",18623,12768,"Antonius Piip",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2752",18624,12769,"Hans Rebane",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1882,NA,NA,NA,NA,NA,NA,"",NA
"2753",18625,12770,"Auguest Rei",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"2754",18626,12771,"Julius Seljamaa",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1883,NA,NA,NA,NA,NA,NA,"",NA
"2755",18627,12772,"Karl Selter",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1898,NA,NA,NA,NA,NA,NA,"",NA
"2756",18628,12773,"Otto Strandman",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1875,NA,NA,NA,NA,NA,NA,"",NA
"2757",18629,12774,"Karl Tofer",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1885,NA,NA,NA,NA,NA,NA,"",NA
"2758",18630,12775,"Jaan Tonisson",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1868,NA,NA,NA,NA,NA,NA,"",NA
"2759",18631,12775,"Jaan Tonisson",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1868,NA,NA,NA,NA,NA,NA,"",NA
"2760",18632,12775,"Jaan Tonisson",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1868,NA,NA,NA,NA,NA,NA,"",NA
"2761",18633,12776,"Carl Johan Alexis Enckell",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1876,NA,NA,NA,NA,NA,NA,"",NA
"2762",18634,12776,"Carl Johan Alexis Enckell",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1876,NA,NA,NA,NA,NA,NA,"",NA
"2763",18635,12776,"Carl Johan Alexis Enckell",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1876,NA,NA,NA,NA,NA,NA,"",NA
"2764",18636,12776,"Carl Johan Alexis Enckell",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1876,NA,NA,NA,NA,NA,NA,"",NA
"2765",18637,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Second Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2766",18638,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2767",18639,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2768",18640,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2769",18641,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2770",18642,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2771",18643,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2772",18644,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2773",18645,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2774",18646,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2775",18647,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2776",18648,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1879,NA,NA,NA,NA,NA,NA,"",NA
"2777",18649,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1879,NA,NA,NA,NA,NA,NA,"",NA
"2778",18650,12777,"Rafael Waldemar Erich",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened for the Purpose of Considering the Request of the Kingdom of Egypt for Admission to the League of Nations",1879,NA,NA,NA,NA,NA,NA,"",NA
"2779",18651,12778,"Georg Achates de Gripenberg",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Third Ordinary Session of the Assembly",1890,NA,NA,NA,NA,NA,NA,"",NA
"2780",18652,12779,"Evald Alfons Raphael Gyllenbogel",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2781",18653,12779,"Evald Alfons Raphael Gyllenbogel",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2782",18654,12779,"Evald Alfons Raphael Gyllenbogel",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2783",18655,12780,"Anders Werner Antil Hackzell",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1881,NA,NA,NA,NA,NA,NA,"",NA
"2784",18656,12780,"Anders Werner Antil Hackzell",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1881,NA,NA,NA,NA,NA,NA,"",NA
"2785",18657,12780,"Anders Werner Antil Hackzell",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixteenth Ordinary Session of the Assembly, part one",1881,NA,NA,NA,NA,NA,NA,"",NA
"2786",18658,12780,"Anders Werner Antil Hackzell",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1881,NA,NA,NA,NA,NA,NA,"",NA
"2787",18659,12781,"Tilma Sofia Hainari",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1861,NA,NA,NA,NA,NA,NA,"",NA
"2788",18660,12781,"Tilma Sofia Hainari",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1861,NA,NA,NA,NA,NA,NA,"",NA
"2789",18661,12781,"Tilma Sofia Hainari",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1861,NA,NA,NA,NA,NA,NA,"",NA
"2790",18662,12781,"Tilma Sofia Hainari",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1861,NA,NA,NA,NA,NA,NA,"",NA
"2791",18663,12782,"Uuno Hannula",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1891,NA,NA,NA,NA,NA,NA,"",NA
"2792",18664,12783,"Harald Magnus Hellstrom",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1877,NA,NA,NA,NA,NA,NA,"",NA
"2793",18665,12784,"Johan Helo",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth (Conclusion) and Twenty-first Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2794",18666,12785,"Kaarlos Ensio Paulus Hiitonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2795",18667,12785,"Kaarlos Ensio Paulus Hiitonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2796",18668,12785,"Kaarlos Ensio Paulus Hiitonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1900,NA,NA,NA,NA,NA,NA,"",NA
"2797",18669,12785,"Kaarlos Ensio Paulus Hiitonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2798",18670,12785,"Kaarlos Ensio Paulus Hiitonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2799",18671,12785,"Kaarlos Ensio Paulus Hiitonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1900,NA,NA,NA,NA,NA,NA,"",NA
"2800",18672,12786,"Harri Gustaf Holma",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventeenth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"2801",18673,12786,"Harri Gustaf Holma",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"2802",18674,12786,"Harri Gustaf Holma",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"2803",18675,12786,"Harri Gustaf Holma",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",1886,NA,NA,NA,NA,NA,NA,"",NA
"2804",18676,12787,"Emile Hynninen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2805",18677,12787,"Emile Hynninen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twelfth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2806",18678,12788,"Karl Gustaf Idman",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1885,NA,NA,NA,NA,NA,NA,"",NA
"2807",18679,12789,"Kyosti Jarvinen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1869,NA,NA,NA,NA,NA,NA,"",NA
"2808",18680,12790,"Joakko William Keto",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Sixth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2809",18681,12790,"Joakko William Keto",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2810",18682,12790,"Joakko William Keto",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1884,NA,NA,NA,NA,NA,NA,"",NA
"2811",18683,12791,"Bruno Rafael Kivikoski",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1892,NA,NA,NA,NA,NA,NA,"",NA
"2812",18684,12792,"Antti Kukkonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2813",18685,12792,"Antti Kukkonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2814",18686,12793,"A Makinen Ollinen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2815",18687,12794,"Oskari Mantere",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1874,NA,NA,NA,NA,NA,NA,"",NA
"2816",18688,12795,"Hans R. Martola",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1905,NA,NA,NA,NA,NA,NA,"",NA
"2817",18689,12795,"Hans R. Martola",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant and in Accordance with the Assembly of September 27th, 1934",1905,NA,NA,NA,NA,NA,NA,"",NA
"2818",18690,12796,"Johannes Nyyssonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2819",18691,12796,"Johannes Nyyssonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2820",18692,12797,"Aladar Paasonen",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Twentieth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2821",18693,12798,"Paavo Paivio Pajula",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifteenth Ordinary Session of the Assembly",1878,NA,NA,NA,NA,NA,NA,"",NA
"2822",18694,12799,"Hugo Edvard Pipping",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",1895,NA,NA,NA,NA,NA,NA,"",NA
"2823",18695,12800,"Hjalmar Johan Fredrik Procope",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fifth Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2824",18696,12800,"Hjalmar Johan Fredrik Procope",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Ninth Ordinary Session of Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2825",18697,12800,"Hjalmar Johan Fredrik Procope",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2826",18698,12800,"Hjalmar Johan Fredrik Procope",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eleventh Ordinary Session of the Assembly",1889,NA,NA,NA,NA,NA,NA,"",NA
"2827",18699,12801,"Georg Schauman",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Tenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2828",18700,12802,"Emile Nestor Setala",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Seventh Ordinary Session of the Assembly",1864,NA,NA,NA,NA,NA,NA,"",NA
"2829",18701,12803,"Reinhold Sventorzetski",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Eighteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2830",18702,12803,"Reinhold Sventorzetski",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Nineteenth Ordinary Session of the Assembly",NA,NA,NA,NA,NA,NA,NA,"",NA
"2831",18703,12804,"Reinhold Swentorzetski",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",NA,NA,NA,NA,NA,NA,NA,"",NA
"2832",18704,12805,"Paivok Kaukomieli Tarjanne",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Special Session of the Assembly Convened in Virtue of Article 15 of the Covenant at the Request of the Chinese Government",1903,NA,NA,NA,NA,NA,NA,"",NA
"2833",18705,12805,"Paivok Kaukomieli Tarjanne",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Thirteenth Ordinary Session of the Assembly",1903,NA,NA,NA,NA,NA,NA,"",NA
"2834",18706,12805,"Paivok Kaukomieli Tarjanne",NA,"League of Nations General Assembly Delegate","Representative","General Assembly: Fourteenth Ordinary Session of the Assembly",1903,NA,NA,NA,NA,NA,NA,"",NA
