"","name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"2996","Edmond Beaujon",6,0,6,1,26,"male","swiss"
"2997","Rose Rey",6,0,6,1,NA,"female","unknown"
"2998","Jean  Beausire",9,0,9,1,30,"male","swiss"
"2999","Ralph Butler",3,0,3,111,47,"male","british"
"3000","Norman Hampden Grey Lawless",3,0,3,121,38,"male","british"
"3001","Emile Auguste Leonnard",7,0,7,1,39,"male","swiss"
"3002","Louis Layat",5.5,0.707106781186548,5.5,166,34,"male","swiss"
"3003","Charles Lazzarelli",7.66666666666667,1.15470053837925,7,21,21,"male","swiss"
"3004","Daniel Arthur Leak",4,0,4,63,55,"male","british"
"3005","Emile Louis Joseph Leban",5,0,5,158,35,"male","french"
"3006","Suzanne Lebin",6,0,6,337,NA,"female","french"
"3007","Emile Mariot",7,0,7,1,23,"male","swiss"
"3008","Héléne Leckie",6,0,6,25,16,"female","dutch"
"3009","Charles Le Comte",7,0,7,3,20,"male","swiss"
"3010","Roger Le Coultre",7,0,7,6,19,"male","swiss"
"3011","Jean Felix Le Dantec",6,0,6,48,30,"male","french"
"3012","Charles Lederrey",6,0,6,28,23,"male","swiss"
"3013","Edouard Charles Leemann",9,0,9,236,24,"male","swiss"
"3014","Annette Lefevre",9,0,9,15,29,"female","french"
"3015","Edmond Lefevre",7,0,7,1,24,"male","french"
"3016","Germaine Lefevre",6,0,6,1,25,"female","french"
"3017","Rosine Lefevre",6,0,6,1,26,"female","french"
"3018","Etienne Chiorino",9,0,9,14,23,"male","swiss"
"3019","Eugène Croix",7,0,7,1,28,"male","swiss"
"3020","Eugène Grisel",7,0,7,36,56,"male","swiss"
"3021","Francine Leglise",9,0,9,39,25,"female","french"
"3022","Alois Beboux",9,0,9,1,47,"male","swiss"
"3023","Gilbert-Henri Beboux",6,0,6,1,21,"male","swiss"
"3024","Ursula Bech",9,0,9,12,NA,"female","unknown"
"3025","Louis Jules Bechard",8,0,8,230,40,"male","swiss"
"3026","Joan Helena Bedale",3,0,3,1,30,"female","british"
"3027","Margit Beelitz",6,0,6,1,22,"female","swiss"
"3028","Charles Beer",6.33333333333333,0.577350269189626,6,163,40,"male","hungarian"
"3029","Fréderic Beer",9,0,9,72,NA,"male","unknown"
"3030","Eugènie Saegesser-Wagnière",8,0,8,1,34,"female","swiss"
"3031","F. Behrens",7,0,7,1,NA,"male","swiss"
"3032","France Maget",6.66666666666667,1.15470053837925,6,-1,23,"female","swiss"
"3033","François Albert Leuba",7,0,7,59,26,"male","swiss"
"3034","Fridolin Raber",8.5,0.707106781186548,8.5,225,18,"male","swiss"
"3035","Helena Kulikowska",6,0,6,2,26,"female","polish"
"3036","Gabrielle Zufferey-Macheret",9,0,9,75,26,"female","swiss"
"3037","Gaspard Augustin Albrecht",7.66666666666667,1.15470053837925,7,239,39,"male","swiss"
"3038","Encarnación Aragon",6,0,6,188,32,"female","spanish"
"3039","Louis Lehmann",7,0,7,2,39,"male","swiss"
"3040","Berthe Leingruber",9,0,9,20,28,"female","swiss"
"3041","Alice Leonard Leith",4,0,4,67,33,"female","british"
"3042","Paul Bellak",0,0,0,1,NA,"male","austrian"
"3043","Gaston Schorderet",9,0,9,1,19,"male","swiss"
"3044","Gaston Vallotton",9,0,9,1,18,"male","swiss"
"3045","Henri Auguste Lemaire",7.5,0.707106781186548,7.5,154,23,"male","swiss"
"3046","Marguerite Lemaire",6.4,0.547722557505166,6,305,14,"female","swiss"
"3047","Jules Léon",5,0,5,192,46,"male","french"
"3048","Joseph Belleau",3,0,3,1,35,"male","canadian"
"3049","Aimé Bellino",9,0,9,4,47,"male","swiss"
"3050","Odette Belujon",0,0,0,1,24,"female","french"
"3051","Philippe Bemberg",2,0,2,1,26,"male","french"
"3052","Vito  de Benedetto",4,0,4,1,28,"male","italian"
"3053","Alan  Bennett",5,0,5,76,26,"male","british"
"3054","Benoit Gaston",7,0,7,1,22,"male","swiss"
"3055","Honorine Benoit née Poncioni",7,1,7,298,18,"female","swiss"
"3056","Ida Benoit",9,0,9,39,36,"female","swiss"
"3057","Edouard Benz",9,0,9,5,18,"male","swiss"
"3058","Louis Benz",7,0,7,1,NA,"male","unknown"
"3059","Olli Linnéa Fredrika Augusta Svedberg",6,0,6,3,27,"female","swedish"
"3060","Edouard Reymond",6,0,6,128,51,"male","swiss"
"3061","Frederic Alphonse Reymond",7,0,7,272,36,"male","swiss"
"3062","Jean Pierre Reymond",3,0,3,2,37,"male","swiss"
"3063","Frédéric Francois de Reynold",8,0,8,6,26,"male","swiss"
"3064","Carlo Rezzonico",6,0,6,8,23,"male","swiss"
"3065","Nelly Huguette Rezzonico",6,0,6,123,17,"female","swiss"
"3066","Marie Ribiollet",9,0,9,5,40,"female","french"
"3067","Georgette Calame",8,0,8,1,16,"female","swiss"
"3068","Georgette Roulet-Gaulis",6,0,6,80,27,"female","swiss"
"3069","Germaine Haug",6.28571428571429,0.755928946018454,6,76,28,"female","swiss"
"3070","William Vaughan Richards",5,0,5,1,46,"male","english"
"3071","Renaud Emile Louis Richez",6,0,6,256,34,"male","unknown"
"3072","Clary Rickli",6,0,6,22,25,"female","swiss"
"3073","Edith Rieder",9,0,9,255,33,"female","swiss"
"3074","Beda Rieder",7,0,7,14,40,"male","swiss"
"3075","G. Riesbeck",8,0,8,1,NA,"female","unknown"
"3076","Germaine Roberty",6,0,6,2,21,"female","swiss"
"3077","Le Neveu",4,0,4,1,NA,"male","unknown"
"3078","Benoît Leon-Dufour",2,0,2,NA,NA,"male","french"
"3079","Iréne Isabel Butler",4,0,4,212,19,"female","english"
"3080","Henri Bussien",9,0,9,8,35,"male","swiss"
"3081","Edouard Burnier",9,0,9,1,33,"male","swiss"
"3082","Flora Macdonald Burley",4,0,4,34,29,"female","english"
"3083","René Burkin",9,0,9,13,21,"male","swiss"
"3084","Charles Burkin",7,0,7,42,19,"male","swiss"
"3085","Charles Burki",9,0,9,8,41,"male","swiss"
"3086","Captain Ugo Leone",4,0,4,72,27,"male","italian"
"3087","Germaine Savoy",8,0,8,13,24,"female","swiss"
"3088","Charles L'Eplattenier",9,0,9,9,65,"male","swiss"
"3089","Paul Leuba",6.5,0.707106781186548,6.5,175,24,"male","swiss"
"3090","Violetta Fanny Leuba née Bähler",5,0,5,125,28,"female","swiss"
"3091","Eugène Leudet de la Vallée",3,0,3,177,42,"male","french"
"3092","Gilbert Arlaud",7,0,7,3,20,"male","swiss"
"3093","Aldwyth Lewers",6,0,6,12,NA,"female","australian"
"3094","Claire Geiger",6,0,6,129,22,"female","swiss"
"3095","Jean-Baptiste Victor Joseph Lhoest",6,0,6,264,32,"male","unknown"
"3096","Gustave Guignard",7,0,7,1,54,"male","swiss"
"3097","H. E.  Chavannes",6,0,6,1,NA,"male","swiss"
"3098","Hedwige Allenbach",9,0,9,1,31,"female","swiss"
"3099","Grace Mary Golay née O'Sullivan",6,0,6,14,34,"female","swiss"
"3100","Aimé l'Hote",7,0,7,108,15,"male","french"
"3101","Fernand Aimé Liard",6,0,6,23,25,"male","swiss"
"3102","Denise Elisa Liaudet née Bladié",9,0,9,312,16,"female","swiss"
"3103","Louise Dorothée Caroline Goll",6,0,6,208,35,"female","swiss"
"3104","Yette Lieugme",6,0,6,1,24,"female","swiss"
"3105","Hélène Archinard",8,0,8,227,36,"female","swiss"
"3106","Gunhild Lippestad",4,0,4,239,35,"female","norwegian"
"3107","Jacques André Lippetz",6,0,6,226,20,"male","swiss"
"3108","Gabrielle Lippetz-Piccard",5.6,1.51657508881031,6,168,39,"female","swiss"
"3109","Francis Ira Lloyd",4,0,4,143,43,"male","british"
"3110","Hélène Lochet",6,0,6,115,22,"female","swiss"
"3111","Margery Lockett",6,0,6,37,NA,"female","british"
"3112","T. Lodge",2,0,2,18,NA,"male","british"
"3113","Esther Logoz",5,0,5,9,33,"female","swiss"
"3114","Hermann Lohse",9,0,9,118,31,"male","swiss"
"3115","Joséphine Lonfat",9,0,9,3,43,"female","swiss"
"3116","Walter Loridan",6,0,6,11,23,"male","unknown"
"3117","Edith Loriol",9,0,9,1,NA,"female","unknown"
"3118","James Lothian",4.5,0.707106781186548,4.5,198,30,"male","british"
"3119","Boris Lourie",6,0,6,1,NA,"male","unknown"
"3120","Héléne Bonnet",8,0,8,11,34,"female","swiss"
"3121","Gaetano Lucchesi",6,0,6,1,40,"male","italian"
"3122","Gustave Lude",7,0,7,1,19,"male","swiss"
"3123","Marcel Ludi",7,0,7,54,24,"male","swiss"
"3124","Hélène Couvoisier",7,0,7,6,18,"female","swiss"
"3125","Mireille Lupin née Arquier",7,0,7,234,20,"female","french"
"3126","Huguette Ada-Jeanne Lupo",7,0,7,1,16,"female","italian"
"3127","Renée Luquin",9,0,9,1,32,"female","swiss"
"3128","Blanche Lyard",7,0,7,14,38,"female","french"
"3129","Gerasimos Lychnos",2,0,2,NA,NA,"male","greek"
"3130","Hélène Martingay née 1895",6,0,6,4,30,"female","swiss"
"3131","Georgette Yvonne Burgi",6,0,6,5,21,"female","swiss"
"3132","Florence Burgess",7,0,7,208,19,"female","english"
"3133","Hélène Maystre",7,1.4142135623731,7,-6,28,"female","swiss"
"3134","Hélène Mottier née Burger",6,0,6,205,25,"female","swiss"
"3135","Henri Berthoud",8,0,8,2,33,"male","swiss"
"3136","Henri Corboz",9,0,9,25,31,"male","swiss"
"3137","Iréne Jesper Bull",8,0,8,1,29,"female","english"
"3138","Enid Buley",8,0,8,13,24,"female","english"
"3139","Henri G. Richter",5,0,5,3,43,"male","swiss"
"3140","Henri Gaillet",7,0,7,56,23,"male","swiss"
"3141","Laura Johanna Buhr, née Baarslag",5,0,5,77,28,"female","dutch"
"3142","Elisabeth Buhler",6,0,6,1,22,"female","swiss"
"3143","Adéle Buhler",9,0,9,1,24,"female","swiss"
"3144","Henri Perret",7,0,7,1,40,"male","swiss"
"3145","Henriette Bataillard née Weick",6,0,6,179,22,"female","swiss"
"3146","Mrs. Frida Imfeld",5.5,1,6,2,41,"female","swiss"
"3147","Henriette Croptier",7,0,7,61,17,"female","swiss"
"3148","Henry Annen",7,0,7,6,27,"male","swiss"
"3149","Germaine Yvonne Buet",6,0,6,7,31,"female","french"
"3150","Inès Mabel Patry",6,0,6,6,24,"female","swiss"
"3151","Irène Dorothée Sechehaye",6,0,6,27,25,"female","swiss"
"3152","Jacqueline Adeline Henriette George",6,0,6,16,21,"female","swiss"
"3153","Lina Bucklin",9,0,9,1,26,"female","swiss"
"3154","Captain C. Buckle",3,0,3,7,35,"male","english"
"3155","Jacqueline Terrisse",6,0,6,3,20,"female","swiss"
"3156","Roger Bucher",7,0,7,1,23,"male","swiss"
"3157","Jane Fillion",6,0,6,1,26,"female","swiss"
"3158","Jean  Arnold",7,0,7,6,21,"male","swiss"
"3159","Jean  Curdy",6,0,6,1,35,"male","swiss"
"3160","Jean Dawint",8,0,8,1,NA,"male","swiss"
"3161","Alfred Otto Bucher",6,0,6,178,26,"male","swiss"
"3162","Margaret Bryant",6,0,6,9,56,"female","english"
"3163","Jean James Pagnod",6,0,6,198,26,"male","swiss"
"3164","Lina Brusaferro",7,0,7,1,19,"female","swiss"
"3165","René Brunner",9,0,9,8,40,"male","swiss"
"3166","Jean Metry",7,0,7,1,20,"female","swiss"
"3167","Dora Brukowsky",4,0,4,226,30,"female","english"
"3168","Max Brunner",8,0,8,110,25,"male","swiss"
"3169","Ida Bruckner",9,0,9,1,47,"female","swiss"
"3170","Kathleen Bruccoleri, neé Wilks",8,0,8,1,40,"female","italian,english"
"3171","May Frances Browne",6,0,6,76,23,"female","irish"
"3172","Lela Brown",6,0,6,1,NA,"female","canadian"
"3173","James Alistair Brown",3,4.24264068711928,3,76,29,"male","english"
"3174","Marjorie Brown",6,0,6,20,NA,"female","english"
"3175","Flora Brown",3,0,3,3,NA,"female","english"
"3176","Annie Kathleen Brown",7,0,7,255,23,"female","english"
"3177","Charles Brotschy",7,0,7,1,NA,"male","swiss"
"3178","Jean Robert Bader",6,0,6,183,25,"male","swiss"
"3179","Pierre Bron",9,0,9,125,25,"male","swiss"
"3180","Jules Bron",9,0,9,1,NA,"male","swiss"
"3181","Jeanne  Wille",8,0,8,49,42,"female","swiss"
"3182","Charlotte van den Broecke",6,0,6,1,NA,"female","unknown"
"3183","Helen Beatrice Brodie",8,0,8,50,35,"female","english"
"3184","Katharina Broberg",6,0,6,13,31,"female","swedish"
"3185","Dr. Ivan Brlic",2,0,2,1,NA,"male","yugoslav"
"3186","Jeanne Julie Messerli",6,0,6,1,36,"female","swiss"
"3187","Jeanne Louise Naef",6,0,6,16,40,"female","swiss"
"3188","Nelly Briquet",6,0,6,1,22,"female","swiss"
"3189","Edouard Briquet",6,0,6,163,22,"male","swiss"
"3190","Ernest Briner",9,0,9,232,24,"male","swiss"
"3191","Brijlal Nehru",2,0,2,1,NA,"male","indian"
"3192","Jeanne Briffaud",7,0,7,49,21,"female","swiss"
"3193","Antonia Briffaud",7,0,7,109,18,"female","swiss"
"3194","Jeanne Louise Pittet",8,0,8,1,41,"female","swiss"
"3195","Alice Bricolens",9,0,9,47,37,"female","swiss"
"3196","Alfred Bricolens",9,0,9,5,39,"male","swiss"
"3197","Jeanne Maria Uldry née Loutan",9,0,9,234,33,"female","swiss"
"3198","Robert Brelaz",9,0,9,1,45,"male","swiss"
"3199","Jean Breit",9,0,9,1,34,"male","swiss"
"3200","Maurice Breguet",9,0,9,1,23,"male","swiss"
"3201","Germaine Breguet, neé Rey",9,0,9,39,27,"female","swiss"
"3202","Charles Albert Bregnard",5,0,5,253,41,"male","french"
"3203","Madeleine Breda",9,0,9,1,25,"female","italian"
"3204","Madeleine Brechbuhl",9,0,9,3,30,"female","swiss"
"3205","Pierre Rigoli",8,1.4142135623731,8,5,22,"male","swiss"
"3206","Gustave Rinert",7,0,7,3,67,"male","swiss"
"3207","Fernand Paul Riols",8,0,8,1,23,"male","french"
"3208","Jean Riondel",6,0,6,1,24,"male","swiss"
"3209","Alice MacGregor Ritchie",7,0,7,19,24,"female","south_african"
"3210","Jeanne Ritter",9,0,9,1,0,"female","swiss"
"3211","Henry Rivera",7,0,7,218,22,"male","swiss"
"3212","Jeanne Roche-Enard",6,0,6,167,30,"female","swiss"
"3213","Jeanne Vuille",6,0,6,1,47,"female","swiss"
"3214","John Henri Berthoud",6,0,6,1,27,"male","swiss"
"3215","Julia Barres",6,0,6,1,27,"female","swiss"
"3216","Julienne Christine Piachaud née Mayras",3.5,1.91485421551268,3,6,32,"female","swiss"
"3217","Juliette Adèle Dumont",6,0,6,220,27,"female","swiss"
"3218","Juliette Barge",8,0,8,1,19,"female","swiss"
"3219","Charles Robert",6,0,6,48,62,"male","swiss"
"3220","Juliette Berard-Cas",6,0,6,116,25,"female","swiss"
"3221","Henri Robert",5,0,5,1,25,"male","french"
"3222","Frederic Rupert Hapgood",1.66666666666667,2.08166599946613,1,319,24,"male","british"
"3223","Lilette Duvoisin",6.8,1.09544511501033,6,14,22,"female","swiss"
"3224","Clive Hardy",3.5,1,3,307,33,"male","british"
"3225","Lina Meisenbach",6,0,6,2,35,"female","swiss"
"3226","Liséle Marcelle Bourgeois",6,0,6,2,27,"female","swiss"
"3227","Loraine Vouga",6,0,6,1,21,"female","swiss"
"3228","Louis Chevalier",7.66666666666667,1.15470053837925,7,92,43,"male","swiss"
"3229","Louis Elie",6,0,6,12,38,"male","swiss"
"3230","Esther Charlotte Harrison",8,0,8,51,26,"female","british"
"3231","Louis Emile Hinderberger",8,0,8,259,26,"male","swiss"
"3232","Louis Gobbi",7,0,7,1,NA,"male","swiss"
"3233","Ernest Sindefield Harston",3.33333333333333,2.08166599946613,4,55,36,"male","new_zealander"
"3234","Ellen Hart",5,1.4142135623731,5,49,26,"female","british"
"3235","Henriette Lucile Hartmann née Thiallier",4,0,4,177,20,"female","swiss"
"3236","Harriet Hartridge",6,0,6,11,24,"female","us-american"
"3237","Sigurd Hartz-Rasmussen",4,0,4,115,26,"male","dane"
"3238","Louis Gros",9,0,9,1,35,"male","swiss"
"3239","André Haubrechts",7,0,7,7,23,"male","swiss"
"3240","Germaine Hauckelt",7,0,7,1,NA,"female","swiss"
"3241","Louis Simon",7,0,7,1,31,"male","swiss"
"3242","Louisa Léonie Zuber née Velan",9,0,9,17,25,"female","swiss"
"3243","Louise Boulaz",8,0,8,9,18,"female","swiss"
"3244","Ernest Charles Haury",6,0,6,313,22,"male","swiss"
"3245","J.  Hausermann",7,0,7,1,NA,"female","unknown"
"3246","Paule Juliette Klein",6,0,6,1,27,"female","swiss"
"3247","Adrien Hautier",9,0,9,13,33,"male","swiss"
"3248","M.  Hautrive",3,0,3,1,NA,"male","french"
"3249","Charles Thadée Marie-Madeleine Oscar Havard",3,1.4142135623731,3,318,NA,"male","french"
"3250","Viktor Havlas",6,0,6,7,38,"male","czech"
"3251","A.  Hayes",0,0,0,1,NA,"female","unknown"
"3252","Louise Gysin",6,0,6,147,31,"female","swiss"
"3253","Victor Clifford Hayes",7,0,7,1,21,"male","british"
"3254","R.  Hazelton",0,0,0,8,NA,"male","english"
"3255","Lucie Hebert",6,0,6,240,34,"female","swiss"
"3256","Lucie Kurth",6,0,6,1,21,"female","swiss"
"3257","Lydia Binet",8,0,8,1,34,"female","swiss"
"3258","Lydie Delay",7,1.4142135623731,7,1,29,"female","swiss"
"3259","Camille Dubois",6,0,6,1,44,"male","swiss"
"3260","Mabel Beatrice Pagnod-Pollington",8,0,8,114,25,"female","swiss"
"3261","Constance Charlotte Heath",6,0,6,118,25,"female","british"
"3262","Madeleine  Gerst",8,0,8,1,25,"female","swiss"
"3263","Madeleine Bonderet",7,0,7,1,17,"female","swiss"
"3264","Madeleine de Loes",6,0,6,1,26,"female","swiss"
"3265","Madeleine Ferrazzino",8,0,8,1,36,"female","swiss"
"3266","Madeleine Pasche",6,0,6,3,28,"female","swiss"
"3267","Henri Hefti",9,0,9,146,32,"male","swiss"
"3268","Hans Hegetschweiler",7,0,7,1,NA,"male","unknown"
"3269","Marcel Cornioley",9,0,9,1,17,"male","swiss"
"3270","Jeanne Heimbrod",5,0,5,14,33,"female","swiss"
"3271","Marcel Weyeneth",8,0,8,1,28,"male","swiss"
"3272","Elsieceleste Henderson",4,0,4,22,26,"female","canadian"
"3273","Marcel Henno",6,0,6,1,18,"female","french"
"3274","Emlie Léon Henneberger",1,0,1,143,44,"male","swiss"
"3275","Léon Henry",9,0,9,32,27,"male","swiss"
"3276","Maria Henseler",5,0,5,5,33,"female","german"
"3277","Marian de Henzel",6,0,6,3,51,"male","polish"
"3278","Mery Lizelle Herbert née Reymond",7.33333333333333,1.15470053837925,8,214,23,"female","french"
"3279","Ethel Herdman",6,0,6,12,33,"female","british"
"3280","Florence Herdman",6,0,6,7,31,"female","british"
"3281","Gustave Paul Henri Hermin",7,0,7,137,23,"male","swiss"
"3282","Emilia Claire Hernya",6,0,6,42,27,"female","australian"
"3283","Germán Herrera",6,0,6,25,42,"male","peruvian"
"3284","Nafla Herrera-Dugenne",7,0,7,3,19,"female","peruvian"
"3285","Liba Hersch",6,0,6,186,42,"female","polish"
"3286","Alfred Hersley",1,0,1,67,49,"male","austrian"
"3287","Johannes Hertz",7,0,7,1,21,"male","dutch"
"3288","Paul Eugène François  Herve",3,0,3,61,42,"male","french"
"3289","Marcelle Beranger",8,0,8,3,28,"female","swiss"
"3290","Ida Herzog",7,0,7,1,16,"female","swiss"
"3291","Marie Céline Herzog",7.33333333333333,0.577350269189626,7,226,22,"female","swiss"
"3292","Marcelle Laravoire",8,0,8,12,19,"female","swiss"
"3293","Marcelle Perrin née Perrenod",6,0,6,1,23,"female","swiss"
"3294","Willy Eugène Hess",8,0,8,23,NA,"male","swiss"
"3295","Marguerite  Terry",6,0,6,1,25,"female","swiss"
"3296","Marguerite Bally-Besseli",8,0,8,1,39,"female","swiss"
"3297","Marguerite Beyeler",8,0,8,1,27,"female","swiss"
"3298","Marguerite Delapraz",6,0,6,1,29,"female","swiss"
"3299","Marguerite Elzingre",6,0,6,1,17,"female","swiss"
"3300","Marguerite Hominal",6,0,6,1,20,"female","swiss"
"3301","Marguerite Keller",7.33333333333333,1.15470053837925,8,-2,28,"female","swiss"
"3302","Marguerite Marie Deshusses née Chamoux",6,0,6,205,27,"female","swiss"
"3303","Marguerite Ramelet",8,0,8,8,38,"female","swiss"
"3304","Dorothea H. Robinson",3,0,3,3,22,"female","english"
"3305","Emile Roch",9,0,9,1,34,"male","swiss"
"3306","Edouard Rochat",9,0,9,18,29,"male","swiss"
"3307","Emile Rochat",8.5,1,9,1,28,"male","swiss"
"3308","Louis Rochat",7,0,7,1,21,"male","swiss"
"3309","Yvonne Rochat",6,0,6,19,15,"female","swiss"
"3310","John Davison Rockefeller",6,0,6,2,22,"male","us-american"
"3311","A.W. Rockett",6,0,6,1,17,"male","english"
"3312","Blanche Rod",9,0,9,5,24,"female","swiss"
"3313","Marguerite Sinner",8,0,8,1,30,"female","swiss"
"3314","A. Rodhouse",7,0,7,8,NA,"male","english"
"3315","Blanche Rosine Roduit",9,0,9,195,32,"female","swiss"
"3316","Maurice Alphonse Roduit née Hirt",9,0,9,246,22,"male","swiss"
"3317","Mathilde Roget",9,0,9,23,31,"female","swiss"
"3318","Edmond Henri Robert Rogivue",3,0,3,6,29,"male","swiss"
"3319","Walter Rohrer",8,1.4142135623731,8,4,39,"male","swiss"
"3320","Ellen Rolfsen",6,0,6,41,25,"female","norwegian"
"3321","Guillaume Eugène Romieux",6,0,6,25,41,"male","swiss"
"3322","André Hesse",3,0,3,18,36,"male","french"
"3323","Marie Alberico-Zanetto",9,0,9,130,26,"female","swiss"
"3324","Ingrid Heum",6,0,6,32,24,"female","norwegian"
"3325","Marie Daase née Aeschimann",6,0,6,1,41,"female","swiss"
"3326","Phyllis von der Heyde",6,0,6,204,31,"female","british"
"3327","Roger Heymann",6,0,6,1,0,"male","unknown"
"3328","Marie Isabelle Archinard",3,0,3,13,33,"female","swiss"
"3329","Marie Kuratle",6,0,6,14,20,"female","swiss"
"3330","Folke Hillgerdt",3,0,3,231,33,"male","swedish"
"3331","Marie Louise Merkli",6,0,6,199,27,"female","swiss"
"3332","Renée Jane Sennwald",6,0,6,123,23,"female","swiss"
"3333","Marie-Louise  Villard",8,0,8,1,19,"female","swiss"
"3334","Marjorie Lattmann, née Fearnside",6,0,6,1,24,"female","swiss"
"3335","Marthe Vichet",8,0,8,1,48,"female","swiss"
"3336","Martin Jorand",8.4,0.894427190999916,9,252,27,"male","swiss"
"3337","Mathilde Louise Plock née Hominal ",6,0,6,12,36,"female","swiss"
"3338","Maurice Rothen",5,0,5,1,42,"male","swiss"
"3339","Max Erwin Romy",6,0,6,67,23,"male","swiss"
"3340","Miryem Gedance",6,0,6,1,22,"female","swiss"
"3341","Mrs Marie Edmée Hantz",6,0,6,103,54,"female","swiss"
"3342","Mrs. Lucie Hakanaver",4,0,4,-4,29,"female","swiss"
"3343","Odette Bienz",6,0,6,1,22,"female","swiss"
"3344","Odette Correvon",8,0,8,1,17,"female","swiss"
"3345","Odette Jeanne Souvairan",6,0,6,3,26,"female","swiss"
"3346","Odette Magnin née Gros",6,0,6,129,28,"female","swiss"
"3347","Alma Hirschburger",8,0,8,144,48,"female","swiss"
"3348","Paul Croisier",9,0,9,1,19,"male","swiss"
"3349","Paul Edmond Bach",7,0,7,30,17,"male","swiss"
"3350","Paulette Honegger",6,0,6,1,29,"female","swiss"
"3351","Peter René Oscar Bally",2.5,2.51661147842358,2,1,28,"male","swiss"
"3352","Philippe Gander",7,0,7,2,34,"male","swiss"
"3353","Marie Marjorie Hissett",7,0,7,101,46,"female","irish"
"3354","Mathilde Hitzschke",8,0,8,32,32,"female","german"
"3355","Paul Otto Immanuel Hjelt",4,2.82842712474619,4,174,30,"male","finish"
"3356","Henry Otway Hobart",3,0,3,117,25,"male","irish"
"3357","Gilbert Hochstrasser",7,0,7,1,19,"male","swiss"
"3358","Jean Paul Hochstrasser",7,0,7,1,28,"male","swiss"
"3359","Mavis Elisabeth Hocking",5,0,5,85,28,"female","british"
"3360","Francis Hodel",6,0,6,1,NA,"male","swiss"
"3361","R. Grosjean",9,0,9,1,NA,"female","swiss"
"3362","Raymond Chassot",6,0,6,102,40,"male","swiss"
"3363","Amy Hogg",3,0,3,1,36,"female","british"
"3364","Willy Hohenauer",7,0,7,20,20,"male","swiss"
"3365","Paul Charles Albert Hohlfeld",7,0,7,17,42,"male","german"
"3366","Henry Robert Holmes",5,0,5,26,29,"male","british"
"3367","Joséphine Célestine Homberg née Bezat",9,0,9,304,38,"female","swiss"
"3368","Tanguy Marie André Honincthun",3,0,3,66,33,"male","french"
"3369","Annie Hoogendorm",7,0,7,1,25,"female","dutch"
"3370","Ella Kathleen Hooke",6,0,6,5,26,"female","british"
"3371","Alfred Evans Hooker",8,0,8,245,25,"female","british"
"3372","Réjane Emilie Elisa Deleiderrier",6,0,6,1,28,"female","swiss"
"3373","René Gachet",7,0,7,14,19,"male","swiss"
"3374","René Josi",7,0,7,3,39,"male","swiss"
"3375","Aimée Beichel",6,0,6,1,24,"female","swiss"
"3376","René Jousson",7,0,7,52,24,"male","swiss"
"3377","Marthe-Lucie Burgat",6,0,6,12,37,"female","swiss"
"3378","Renée Bopp",6,0,6,1,30,"female","swiss"
"3379","C.A. Ronzevalle",3,0,3,1,NA,"male","english"
"3380","Anke Eliza Roosenburg",4,0,4,10,26,"female","dutch"
"3381","Renée Quiblier",9,0,9,1,27,"female","swiss"
"3382","Renée Raymond",8,0,8,252,26,"female","swiss"
"3383","Rinaldo Borsa",6,0,6,218,35,"male","swiss"
"3384","Robert Anderegg",9,0,9,47,28,"male","swiss"
"3385","Robert Kybourg",6,0,6,92,33,"male","swiss"
"3386","Alfred Rossier",9,0,9,1,35,"male","swiss"
"3387","Adolphe Roth",9,0,9,2,NA,"male","unknown"
"3388","Simone Roth",6,0,6,1,19,"female","swiss"
"3389","Robert Nerbollier",9,0,9,1,NA,"male","swiss"
"3390","Rose Henriod",6,0,6,2,46,"female","swiss"
"3391","Angéle Bugnet",6,0,6,40,42,"female","swiss"
"3392","Richard Hosel",9,0,9,1,NA,"male","unknown"
"3393","Elisabeth Hostettler",9,0,9,2,28,"female","swiss"
"3394","Max Hotop",5,0,5,156,50,"male","swiss"
"3395","Eugénie Houriet",8,0,8,106,20,"female","swiss"
"3396","Joan Howard",4,0,4,169,40,"female","british"
"3397","Isabella Howden",8,0,8,1,51,"female","english"
"3398","Eveline Florence Howes",8,0,8,4,29,"female","british"
"3399","Rose Kunzi",9,0,9,3,31,"female","swiss"
"3400","Rose-Marie Naville ",6,0,6,1,19,"female","swiss"
"3401","Rosine Gottraux",7,0,7,52,25,"female","swiss"
"3402","Emile Huber",7,0,7,13,45,"male","swiss"
"3403","Georges Huber",7,0,7,73,20,"male","swiss"
"3404","Walter Huber",6,0,6,5,54,"male","swiss"
"3405","Walter Huggenberger",9,0,9,8,36,"male","swiss"
"3406","Randolph Hughes",3,0,3,1,NA,"male","australian"
"3407","François Joseph Hugon",6,0,6,242,20,"male","swiss"
"3408","Ruth Liliane Peter",6,0,6,11,22,"female","swiss"
"3409","Georgette Huguenin",7,0,7,1,NA,"female","unknown"
"3410","Jules Huguenin",7,0,7,12,NA,"female","unknown"
"3411","Maurice Huguenin",5,0,5,3,32,"female","swiss"
"3412","Jeanne Humbert",9,0,9,1,15,"female","swiss"
"3413","Simone Andrée Faurax",6,0,6,37,24,"female","swiss"
"3414","Simone Mathil",6,0,6,70,25,"female","swiss"
"3415","Suzanne Wertz-Meriguet",6,0,6,102,31,"female","swiss"
"3416","Anni Hunger",6,0,6,32,38,"female","german"
"3417","Thérèse Alberico-Zanetto",9,0,9,1,25,"female","swiss"
