"name","avg_rank","sd_rank","median_rank","duration","entry_age","gender","nationality"
"Raymonde Musnik",7,0,7,1,15,"male","italian"
"Henry Musy",8,0,8,176,44,"male","swiss"
"Henry Raymond Musy",7,0,7,61,21,"male","swiss"
"P.  Musy",6,0,6,1,NA,"female","french"
"George William Rowe",6,0,6,1,52,"male","english"
"Rollo Mugli Myers",3,0,3,16,28,"male","english"
"Carmen Marcelle Louise Naccary-Milau",3,0,3,1,27,"female","french"
"Irma Naef",6,0,6,29,16,"female","swiss"
"Elisabeth Jeanne Josephine Naire",6.4,0.894427190999916,6,1,34,"female","french"
"Emerich Nagy",7,0,7,48,47,"male","swiss"
"Yaroku Nakai",8,0,8,7,NA,"male","unknown"
"Geraldine  Francis",6,0,6,1,NA,"female","english"
"Katherine Natzio",3,0,3,1,27,"female","english"
"Joseph Navarro",5.5,0.707106781186548,5.5,11,52,"male","swiss"
"Emile Nebel",9,0,9,1,45,"male","swiss"
"Gertrude Alice Collings",6,0,6,17,33,"female","english"
"Gertrude Elizabeth Agnes Ellis-Epstein",6,0,6,156,29,"female","english"
"Lily Nemitz",8,0,8,1,41,"female","russian"
"Flora Neppl née Lenenberger",6.5,0.707106781186548,6.5,180,15,"female","swiss"
"Pierre Neri",7,0,7,28,34,"male","swiss"
"Gertrude Ellen Mclellan",6,0,6,27,36,"female","english"
"Ernest  Nerny",9,0,9,35,33,"male","swiss"
"Karen Neumann",5,1.4142135623731,5,10,30,"female","dane"
"Jean Neveu",8,0,8,1,20,"male","french"
"Gertrude Freidman",6,0,6,1,33,"female","english"
"John Benjamin Nevill",3,0,3,1,30,"male","english"
"Fred Otis Newman",6,0,6,1,24,"male","us-american"
"Claude Adrian Nicol",7,0,7,5,19,"male","english"
"William Herbert Nicol",5,0,5,77,50,"male","english"
"D. L.  Potter ",6,0,6,1,NA,"female","english"
"Gladys Irene Preston",6,0,6,10,30,"female","english"
"Ludovico Pompeo de Nicolai",6,0,6,149,30,"male","italian"
"Suzanne Nicolas",6,0,6,180,26,"female","french"
"Nicolas Nicolaiew",3,0,3,3,34,"male","bulgarian"
"Louis Nicole",9,0,9,1,28,"male","swiss"
"Gladys Johnson",6,0,6,1,34,"female","english"
"Manuel Robert Paul Emile Nicole",6,0,6,-1,27,"male","swiss"
"Laure Nicolet",7,0,7,1,NA,"female","unknown"
"Boris Nicolsky",6,0,6,14,45,"male","yugoslav"
"Gordon  Graham",5,0,5,316,29,"male","english"
"Grace Elvina Matterson",6,0,6,9,26,"female","english"
"Ernest Niederer",9,0,9,12,35,"male","swiss"
"Edgar Emil Manicus Nielsen",3,0,3,2,31,"male","english"
"Félix Niemira",6,0,6,220,32,"male","polish"
"Gwenllian Vera Ward",5.25,0.957427107756338,5.5,1,53,"female","english"
"Inazo Nitobe",1,0,1,88,57,"male","unknown"
"Walther Noehring",7,0,7,-4,58,"male","german"
" Olive Ruth Mary Dempsey",6,0,6,2,22,"female","english"
"Cosette Catherine Nonin",6,0,6,1,27,"female","french"
"Marie Johanna Henriette Nooriman",6,0,6,3,35,"female","dutch"
"Sidney William Northy",5,0,5,4,29,"male","english"
"H. Marjorie Child",6,0,6,1,NA,"female","english"
"Myra Eleanor Annie Nott",6,0,6,236,25,"female","english"
"FLora Noverraz",9,0,9,39,28,"female","swiss"
"Giula Nuvoloni",6,0,6,NA,NA,"female","italian"
"Violet Mary Nye",6,0,6,7,31,"female","english"
"Johanna Herbedina Nyenhuis",7,0,7,1,17,"female","dutch"
"Emile Nyffeler",9,0,9,69,34,"male","swiss"
"Mona Nyhuus",6,0,6,7,21,"female","norwegian"
"John Thomas Oakes",5,0,5,104,35,"male","english"
"Captain Williams Oakley",3,0,3,1,50,"male","english"
"Winfred Muriel Oberdorff née McKay",7.57142857142857,0.786795792469443,8,315,16,"female","english"
"Helen Dougal Armet",6,0,6,9,27,"female","english"
"Helen Joyce Vicary",5,1.4142135623731,5,109,26,"female","english"
"Louise Oberle",6.71428571428571,0.487950036474267,7,125,20,"female","french"
"Elie Obici",9,0,9,1,NA,"male","unknown"
"Terence Henry O'Brien",3,0,3,3,24,"male","english"
"Charles Obrist",9,0,9,1,39,"male","swiss"
"Jules Albert Obrist",7,0,7,1,NA,"male","unknown"
"Joseph Vincent O'Connor",5,0,5,94,54,"male","english"
"Horace Odier",7,0,7,48,20,"male","swiss"
"Léon Camille Odier",6,0,6,1,21,"male","swiss"
"John O'Donnell",6,0,6,14,31,"male","english"
"Helen Saunders-Foley",5.5,1,6,191,25,"female","english"
"Helene Biller",6,0,6,1,28,"female","english"
"Elizabeth Claire O'Hara",6,0,6,225,41,"female","irish"
"Seiichi Oikawa",8,0,8,106,14,"male","unknown"
"Edmeé Olivier",7,0,7,2,NA,"female","unknown"
"Eugène Antoine Olivier",7,0,7,1,32,"male","swiss"
"Jeanne Olivier",6,0,6,164,24,"female","french"
"Marcelle Olivier",8,0,8,165,31,"female","swiss"
"Louis Ollietti",7.5,0.707106781186548,7.5,150,18,"male","swiss"
"Charles Omessa",6,0,6,55,43,"male","french"
"L. W.  O'Neil",3,0,3,2,33,"female","english"
"Cecilia Bernardine Oppenheimer",4.5,1,4,228,39,"female","dutch"
"Werner Oppikofer",3,0,3,1,24,"male","swiss"
"Henri Charles Oppliger",9,0,9,32,26,"male","swiss"
"Gerard O'Rooney",3,0,3,21843,-1764,"male","english"
"Henry Cyril Kerr",3,0,3,1,37,"male","english"
"Sylviane  Orsero",6,0,6,1,20,"female","italian"
"Henry Dobell",6,0,6,1,45,"male","english"
"André Ottavy",7.66666666666667,1.15470053837925,7,14,25,"male","french"
"Robert Ottavy",9,0,9,1,22,"male","french"
"Jean W. Otten",7,0,7,1,26,"male","swiss"
"Helen Otten née Golding",6.22222222222222,0.666666666666667,6,280,28,"female","swiss"
"Suzanne Otten",6,0,6,1,NA,"female","unknown"
"M. C.  Owen",6,0,6,1,NA,"female","english"
"Maxime Aristide Ouvrard",6,0,6,134,29,"male","french"
"Marguerite Jaccoud",7,0,7,1,NA,"female","unknown"
"Rolande Jaccoud",9,0,9,18,20,"female","swiss"
"Winifred Harvie Duncan",5.5,1,6,-5,50,"female","english"
"Henriette Engel, née Pasche",9,0,9,48,NA,"female","unknown"
"Willy Enzler",6,0,6,104,30,"male","swiss"
"Arthur Erb",6.22222222222222,0.440958551844098,6,177,21,"male","swiss"
"Erwin Richard Ernst",9,0,9,4,35,"male","swiss"
"Marie Pache née Maillefer",9,0,9,32,32,"female","swiss"
"Paul Jean Pache",9,0,9,1,33,"male","swiss"
"Ethel Fryer Paczensky",5.5,0.707106781186548,5.5,234,31,"female","english"
"Vera Kathleen Padbury",6,0,6,1,38,"female","english"
"Margaret Alice Paddle née Stewart",6,0,6,14,24,"female","english"
"Gaston Pade",9,0,9,1,31,"male","swiss"
"Yvonne Padrutt-Meylan",8,0,8,138,37,"female","swiss"
"Edgar Pagan",7,0,7,1,23,"male","swiss"
"Antoinette Paggi",9,0,9,1,42,"female","swiss"
"Louis Pagin ",7,0,7,1,35,"male","swiss"
"Carlo Paglierini",9,0,9,5,20,"male","italian"
"Hilary Aidar St. George  Saunders",3.33333333333333,0.577350269189626,3,-2,40,"male","english"
"Hilda Annie Sanders",6,0,6,36,26,"female","english"
"Alice Eulalie Marguerite  Pahud",9,0,9,34,36,"female","swiss"
"Kathleen Mary Pain",6,0,6,21,27,"female","english"
"Darnley Walter Palmer",5,0,5,3,58,"male","english"
"Felicity Amy Palmer",5,1.73205080756888,6,25,24,"female","english"
"Hilda Kathleen Ada Coulstock",6,0,6,1,44,"female","english"
"Marian Jackson",6,0,6,1,24,"female","english"
"L. H.  Pao",6,0,6,5,NA,"female","french"
"Hilda Mary Westron",6,0,6,39,26,"female","english"
"Irma Papis",7,0,7,14,25,"female","swiss"
"Ahakuntala Paranjpye",8,0,8,12,27,"female","indian"
"Elisa Paris",9,0,9,162,46,"female","swiss"
"Hilda May Jenkins",6,0,6,234,33,"female","english"
"Iona Evelyn Griffin",7,1.4142135623731,7,33,19,"female","english"
"Irène  Taylor-Schneiders",8,0,8,3,30,"female","english"
"Irene Florence Redmore  Dealler née Stallard",6,0,6,25,27,"female","english"
"Irene May Watson",6,0,6,1,34,"female","english"
"Isabella Haxton Mitchell",6,0,6,1,28,"female","english"
"Lucien Paris",7,0,7,1,17,"male","swiss"
"Madeleine Paris",5,0,5,128,31,"female","french"
"Isabella Mabel Howard Palmer née Norton",6,0,6,54,26,"female","english"
"John Francis Chalmers Park",5,0,5,3,37,"male","english"
"André René Parready",3,0,3,3,23,"male","french"
"Madeleine Parricaud",9,0,9,1,23,"female","french"
"Isambard Carlyle  Perrott",6,0,6,283,26,"male","english"
"Muriel Sordes Ellis",6.66666666666667,1.211060141639,6.5,1,31,"female","english"
"Juliette Pascalis",9,0,9,27,34,"female","swiss"
"Marc Albert Pascalis",9,0,9,292,31,"male","swiss"
"André Pasche",7,0,7,1,NA,"male","unknown"
"Paul Pasche",9,0,9,75,47,"male","swiss"
"Ivy B. Barclay",6,0,6,48,22,"female","english"
"Catherine Pastuhov née Ouvaroff",5.25,1.5,6,226,25,"female","czech"
"Vladimir Dimitrievitch Pastuhov",3.57142857142857,1.98805959477601,2,196,25,"male","czech"
"Thomas Paterson",2.33333333333333,1.15470053837925,3,1,44,"male","english"
"Purushottam Shankar Patke",6,0,6,55,22,"male","indian"
"Ivy Ethel Eggar Perrott née Jefferis",7,1.15470053837925,7,108,25,"female","english"
"Marguerite Pattay",6.71428571428571,0.755928946018454,7,32,21,"female","swiss"
"Pavey",9,0,9,18,NA,"female","unknown"
"Reginald Wills Tremayne Pearse",5,0,5,3,29,"male","english"
"Samuel Peclard",6,0,6,1,NA,"male","french"
"Thérèse Peclard",6,0,6,1,NA,"female","french"
"L. Pecoud",9,0,9,1,NA,"female","unknown"
"Ivy Muriel Stacey",6,0,6,5,22,"female","english"
"Suzanne Pedroletti",6.375,0.517549169506766,6,67,31,"female","italian"
"Ivy Townsend",7,0,7,27,21,"female","english"
"Tatiana de Peganow",4.66666666666667,1.15470053837925,4,-3,20,"female","lithuanian"
"Germaine Pellaton née Dufour",8,0,8,129,23,"female","swiss"
"Giuseppe Pellati",7,0,7,1,NA,"male","unknown"
"Edouard Albert Pellet",7,0,7,1,43,"male","swiss"
"Georges Pellet",7,0,7,4,19,"male","swiss"
"Harold Godden Pellett",5,0,5,5,28,"male","english"
"Daisy Elisa Pelz née Clark",6,0,6,255,18,"female","swiss"
"G. Pennell",6,0,6,1,NA,"female","english"
"Janet Frances Taylor",7,1.15470053837925,7,58,32,"female","english"
"Mario Bernard Perrenoud",6,0,6,42,31,"male","swiss"
"Gaston Perret",7,0,7,1,26,"male","swiss"
"Jean Murray",6,0,6,1,47,"female","english"
"Jean Smith",6,0,6,1,NA,"female","english"
"Margery Winifred Perret née Buckle-Pickett",6,0,6,1,29,"female","english"
"Paul Jean Perret",7,0,7,14,23,"male","swiss"
"Robert Perret",6,0,6,151,18,"male","swiss"
"Rose Anna Clotilde Perret née Roselt",9,0,9,39,38,"female","swiss"
"Jessie  Williams",5.5,0.707106781186548,5.5,10,50,"female","english"
"Samuel Perret",6,0,6,1,28,"male","swiss"
"Jessie Walker",6,0,6,1,28,"female","english"
"Julia Perrier",8,0,8,1,27,"female","swiss"
"Jocelyn May Woollcombe",6,0,6,1,27,"female","english"
"Hélène Perrot",6,0,6,104,20,"female","swiss"
"Elizabeth C.  Perrott",6,0,6,1,39,"female","english"
"John Arthur Osborne",5,0,5,76,46,"male","english"
"John Frederick Johnston-Watson",2,0,2,192,31,"male","english"
"Josephine M. T. Rodgers née Regan",6,0,6,1,25,"female","english"
"Julia Bower",6,0,6,1,26,"female","english"
"Katharine Manson",6,0,6,3,45,"female","english"
"Marcel Pesch",6,0,6,1,39,"male","french"
"Claude Pesson",7,0,7,1,NA,"male","unknown"
"Katherine Silver",6,0,6,6,28,"female","english"
"Constance  Pesson",9,0,9,1,32,"female","swiss"
"Kathleen A. Phelan",6,0,6,1,NA,"female","english"
"Kathleen Mary Barhan",6,0,6,1,23,"female","english"
"Karen Petersen",4.66666666666667,2.3094010767585,6,102,27,"female","dane"
"Tordis Petersen",7,0,7,4,NA,"male","norwegian"
"Kathleen Mary Rix",6,0,6,283,35,"female","english"
"Gaston Petitpierre",9,0,9,24,26,"male","swiss"
"Vojislav Petrovitch",7,0,7,1,24,"male","yugoslav"
"Paul Petter",8,1.4142135623731,8,8,23,"male","swiss"
"Rita Vincent Pettit",8,0,8,19,24,"female","english"
"Kathleen Mary Ross Mitchell",6,0,6,3,34,"female","english"
"Charles Eugène Phialon",7,0,7,1,19,"male","swiss"
"André Jean Philip",3,0,3,1,28,"male","french"
"Georges  Philippin",9,0,9,3,22,"male","swiss"
"Kathleen Mary Woodley",6.5,0.707106781186548,6.5,3,22,"female","english"
"Kathleen Millard",8,0,8,1,NA,"female","english"
"Kathleen Violet Dawson",8,0,8,56,31,"female","english"
"René Louis Piachaud",5.66666666666667,0.577350269189626,6,144,26,"male","swiss"
"Edith Piaget",8,0,8,1,20,"female","swiss"
"Eva Piani",6,0,6,3,41,"female","french"
"Cécile Pictet",6,0,6,8,21,"female","swiss"
"Jacques Pierard",7,0,7,1,NA,"male","unknown"
"Captain Walter Peirce",3,0,3,6,NA,"male","us-american"
"Mary Diana Pigott",6,0,6,1,NA,"female","english"
"André Charles Piguet",6,0,6,35,24,"male","swiss"
"Esther Piguet née Peney",9,0,9,20,25,"female","swiss"
"Emile Samuel Pilet",7.8,1.09544511501033,7,31,21,"male","swiss"
"Robert Pilet",9,0,9,1,35,"male","swiss"
"Paul Pillard",7,0,7,3,40,"male","french"
"Marie-Rose Piller",9,0,9,1,NA,"female","unknown"
"Marie Pillonel",9,0,9,9,41,"female","swiss"
"Madeleine Pilloud",6.5,0.707106781186548,6.5,1,29,"female","swiss"
"Armand Pilon",7,0,7,1,37,"male","italian"
"Marcel Pinaud",9,0,9,4,26,"male","french"
"Reine Pinaud",7,0,7,1,21,"female","french"
"Kathleen Wyatt",6,0,6,127,28,"female","english"
"Robert Pirque",7,0,7,1,NA,"male","unknown"
"Lawrence Bisson",3,0,3,61,24,"male","english"
"Andrée Marie-Louise Pisteur",7,1.4142135623731,7,-6,17,"female","swiss"
"Mr. Henri Habersaat",9,0,9,234,24,"male","swiss"
"Angèle Virginie Caroline Quaglino",6,0,6,1,27,"female","italian"
"Lena Batten",6,0,6,34,31,"female","english"
"Mr. Gustave Hack",9,0,9,220,38,"male","swiss"
"Mrs. Doris Juliette Hagi-Graham",7,0,7,92,20,"female","irish"
"Camille Quennoz",9,0,9,5,46,"male","swiss"
"Leonard Tom Hamblen",4,0,4,25,42,"male","english"
"Miss Doris Ethel Hall",6,0,6,83,21,"female","english"
"Miss Teener Alicia Esther Hall",3,0,3,41,26,"female","english"
"Letitia Bodilly",6,0,6,73,29,"female","english"
"Adolphe Kempner",3,0,3,7,34,"male","polish"
"Lilian Adam",3,0,3,47,46,"female","english"
"Cecil Kouis Kennard",5,0,5,159,37,"male","english"
"Miss Antonia Gladys Hamilton",7,1.4142135623731,7,4,46,"female","english"
"Miss Berta  Hamilton",2,0,2,1,NA,"female","canadian"
"Mr. Henry Robert Hamilton",7,0,7,22,16,"male","english"
"Mr. André Hammel",7,0,7,237,22,"male","swiss"
"Lilian Julia Standring-Pead",6,0,6,35,26,"female","english"
"Albert Lewin Stagg",6,0,6,2,22,"male","english"
"Lilian Marie Jennie  Swash",6,0,6,29,31,"female","english"
"Odette Simone Kenzler née Colland",9,0,9,17,26,"female","swiss"
"Emilia Kernen née Gigon",6,0,6,163,29,"female","swiss,french"
"Lillian Gubb",6,0,6,4,29,"female","english"
"Lydia Kerr",3,0,3,1,35,"female","russian,british"
"Hilda Mary Kershaw née Ruegg",6,0,6,82,25,"female","australian"
"Lucie Grace Wilkins",6,0,6,23,27,"female","english"
"Max Kettel",6.5,0.707106781186548,6.5,1,20,"male","swiss"
"Elena Radulesco",4,0,4,23,31,"female","romanian"
"Willy Keusch",6,0,6,23,25,"male","swiss"
"Constantin Kilcher",7,0,7,1,24,"male","swiss"
"Diana D. Kilroe",4,0,4,230,38,"female","irish"
"Mary Rae",6,0,6,1,NA,"female","british"
"Lucy Faulkner",6,0,6,1,19,"female","english"
"Lucy Mclewin",6,0,6,1,NA,"female","english"
"Lucy Spiller",6,0,6,2,21,"female","english"
"Mabel Ladd",6,0,6,222,27,"female","english"
"Mabel Rhodes",6,0,6,1,NA,"female","english"
"Madeleine Vezey",6,0,6,37,23,"female","english"
"Margaret Amy Bambridge Richardson",6,0,6,243,35,"female","english"
"Margaret Elfrida Frances Roberts",6,0,6,1,31,"female","english"
"Margaret Emily Wood",6,0,6,73,26,"female","english"
"Margaret Frances Waley Joseph",3,0,3,1,36,"female","english"
"Margaret Ida Robertson",3,0,3,39,45,"female","english"
"Olave Yorke",5.25,0.957427107756338,5.5,132,44,"female","english"
"Marcel Pierre Raganeau",7,0,7,1,51,"male","french"
"Margaret J. Welling",8,0,8,1,NA,"female","english"
"Margaret Ken Coutts",6,0,6,127,30,"female","english"
"Albert Edward Kirkman",7,0,7,54,18,"male","british"
"Margaret Macafee",6,0,6,1,19,"female","english"
"Luciana Giovanna Raggi",6,0,6,1,32,"female","italian"
"Margaret Ogle",6,0,6,1,NA,"female","english"
"Gottfried Klay",9,0,9,35,31,"male","swiss"
"Rudolf Rahn",5,0,5,10,27,"male","german"
"Adrianus Van Kleffens",6,0,6,8,25,"male","dutch"
"Winifred Preedy Turnbull",6,0,6,69,32,"female","english"
"Fred Klein",6,0,6,57,31,"male","swiss"
"Marguerite Woods",6,0,6,183,40,"female","english"
"Edwin Kluser",9,0,9,4,34,"male","swiss"
"Alice Héléne Kneifel",9,0,9,1,25,"female","swiss"
"Marian Edith Doidge",6,0,6,34,28,"female","english"
"Jean Knill",9,0,9,24,NA,"male","unknown"
"Elsie May Knocker",6,0,6,14,34,"female","british"
"David Kobel",8,1.4142135623731,8,5,33,"male","swiss"
"Marie Koch",9,0,9,148,31,"female","swiss"
"Otto Pittauer",9,0,9,3,36,"male","swiss"
"Georges Francois Augusts Pitteloud",7,0,7,59,24,"male","swiss"
"Marianne Sutherland",6,0,6,28,27,"female","english"
"Marjorie Isobel Harris",6,0,6,1,40,"female","english"
"Ida Pittet",7,0,7,1,19,"female","swiss"
"Marjorie Kate Forsyth Dickson",6,0,6,1,27,"female","english"
"Louis Pittet",9,0,9,1,NA,"male","unknown"
"Pierre Pittet",7.5,0.707106781186548,7.5,70,22,"male","swiss"
"Marjorie Tattersall",6,0,6,1,21,"female","english"
"Germaine Pizzamiglio",6,0,6,1,19,"female","italian"
"Umberto Pizzamiglio",8,0,8,70,47,"male","italian"
"Aristide Albert Pizzoglio",7,0,7,52,22,"male","swiss"
"Rachel Plantaz",7,0,7,1,NA,"female","unknown"
"Pierre du Plessis",3,0,3,1,32,"male","french"
"Marjorie Winifred Enderwick",6,0,6,1,28,"female","english"
"Mary  Whimster",6,0,6,66,29,"female","english"
"Mary Alice Cooke",4,0,4,4,63,"female","english"
"Mary Elizabeth Judd",6,0,6,12,20,"female","english"
"Mary Faulkner Sharps",3,0,3,1,44,"female","english"
"William Plojoux",6.66666666666667,0.577350269189626,7,-3,32,"male","swiss"
"Mary Irvine Saunders-Wilks",6,0,6,15,33,"female","english"
"Lucien Maurice Pochon",7,0,7,36,22,"male","swiss"
"Marcelle Pochon",9,0,9,16,31,"female","swiss"
"Mary Margaret Franks",6,0,6,120,34,"female","english"
"Maurice Waxman",5,0,5,1,NA,"male","english"
"May Brawn",6,0,6,1,34,"female","english"
"May Dobell",6,0,6,1,36,"female","english"
"May Gilmour Neilson",6,0,6,1,25,"female","english"
"N. Poget",8,0,8,1,NA,"female","unknown"
"Carla Pohlmann",7,0,7,1,27,"female","german"
"Jeanne  Pointeau",6,0,6,1,NA,"female","french"
"May Staite",6,0,6,87,38,"female","english"
"Michel Robert Poirier",3,0,3,6,28,"male","french"
"P. Poitry",9,0,9,1,NA,"female","unknown"
"Jacques Jacobus Polak",4,2.82842712474619,4,66,23,"male","dutch"
"Albert Poletti",7,0,7,12,19,"male","swiss"
"Lina Poletti",9,0,9,1,28,"female","swiss"
"Michele Julien",4,0,4,1,NA,"female","english"
"Hélène Renée Léonice Pollak née Roppart",6,0,6,1,38,"female","italian"
"Sydney R.  Pollard",6,0,6,1,35,"male","english"
"Hilda Poncioni",7,0,7,129,18,"female","swiss"
"Madeleine Poncioni",7,0,7,1,20,"female","swiss"
"Marie Poncioni",7,0,7,175,40,"female","swiss"
"Mildred Barman",0,0,0,1,NA,"female","english"
"Emile Albert Pons",3,0,3,1,42,"male","french"
"Henri Pont",8,0,8,308,37,"male","swiss"
"Augusta  Pont",9,0,9,148,38,"female","swiss"
"Elwin Clifford  Pope",6,0,6,136,42,"male","english"
"Moira Alexander",8,0,8,73,28,"female","english"
"Adrien Porchet-Trombert",9,0,9,1,28,"male","swiss"
"Michel Port",7,0,7,46,20,"male","swiss"
"Emile  Portier",9,0,9,2,35,"male","swiss"
"Marcel Portier",7,0,7,28,22,"male","swiss"
"Robert William Potter",5,0,5,4,29,"male","english"
"Hélène Potty",4.66666666666667,1.15470053837925,4,-1,45,"female","unknown"
"Madeleine Poulaine née Chouillet",6,0,6,8,28,"female","french"
"Horace de Pourtales",3,0,3,3,33,"male","swiss"
"Anita Pozzi",7,0,7,180,20,"female","italian"
"Paul Pozziani",8,0,8,1,NA,"male","unknown"
"Muriel Edith Jenkins",6,0,6,1,25,"female","english"
"Muriel Evelyn Dorothy Watson",6,0,6,7,24,"female","english"
"Muriel Grace Recano",4,0,4,23,32,"female","english"
"Ernest  Prevosto",9,0,9,105,36,"male","swiss"
"Alexandre Charles Pritchard",5,0,5,2,38,"male","english"
"Yvonne  Privat née Bouvier",6,0,6,73,30,"female","swiss"
"Renée Hélène  Prodhomme",3,0,3,1,31,"female","french"
"Dina Prola",7,0,7,1,21,"female","italian"
"Ernest  Pronier",6,0,6,1,35,"male","swiss"
"René Charles Henri Proth",6,0,6,2,39,"male","french"
"Mila Protitch",6.5,0.707106781186548,6.5,152,20,"female","yugoslav"
"Ginette Puglisi",6,0,6,1,25,"female","italian"
"Ann Purves",7,0,7,1,NA,"female","english"
"Gertrud Pusch",7,1.4142135623731,7,29,32,"female","czech"
"Alexandre Joseph Putallaz",7.66666666666667,1.15470053837925,7,308,39,"male","swiss"
"Ella Dawson",4,0,4,147,49,"female","english"
"Nancy Margaret Taylor",6,0,6,73,29,"female","english"
"Nancy Turner",7.5,1,8,58,24,"female","english"
"Grace Isabella Day",2,0,2,251,34,"female","english"
"Marguerite Emily Day",6,0,6,28,29,"female","english"
"Dorothy Mary Deans",6,0,6,24,26,"female","english"
"Yvonne Madeleine  Debacq",6.5,0.707106781186548,6.5,11,38,"female","french"
"Léon Debaud",7,0,7,203,27,"male","french"
"Max Herman Ferdinand Decharneux",7,1,7,191,28,"male","unknown"
"Nancy Williams",4.4,2.19089023002066,6,219,29,"female","english"
"Nancy Winifred Webb",6,0,6,5,26,"female","english"
"Roger Alban Defontaine",6,0,6,160,22,"male","french"
"Suzanne Degener-Boening",3,0,3,1,40,"female","french"
"Jean Claudius Degiorgis",7,0,7,-2,23,"male","swiss"
"Laure Dehanne née Robert",7,0,7,308,21,"female","swiss"
"Rose Dehanne",6,0,6,215,23,"female","swiss"
"Suzanne Dehanne-Mathey",8,0,8,90,22,"female","swiss"
"Nesti J. M.  Sanders",6,0,6,1,27,"female","english"
"Henri Delabays",9,0,9,1,33,"male","swiss"
